ArticleCode;TrueDemandSegment;TrueProfile;Color;Category;Brand;Price;Demand01;Demand02;Demand03;Demand04;Demand05;Demand06;Demand07;Demand08;Demand09;Demand10;Demand11;Demand12;Demand13;Demand14;Demand15;Demand16;Demand17;Demand18;TotalDemand
1230;5;3;Black;Games;Outise ;0.94;40;57;37;30;28;44;55;54;52;58;57;40;62;49;44;46;47;42;842
1231;1;1;Yellow;Accessories;Mudeo ;24.94;2;1;1;2;2;2;3;3;3;2;4;5;4;2;5;4;9;8;62
1232;2;1;Green;Photography;Mudeo ;9.11;3;6;7;4;10;6;8;6;13;10;12;16;16;25;18;15;20;21;216
1233;3;1;Orange;Kitchen;Animity ;1.59;6;9;8;10;9;13;9;10;14;9;13;13;12;16;15;22;22;31;241
1234;4;1;Blue;Smart home;Animity ;2.99;15;10;11;13;12;16;15;18;15;25;16;34;22;31;42;42;41;40;418
1235;5;1;Brown;Television;Mudeo ;2.92;21;35;26;37;34;32;47;41;54;56;58;101;66;70;81;128;136;57;1080
1236;1;2;Black;Photography;Outise ;24.54;5;4;3;4;4;2;4;3;2;2;2;2;1;2;2;1;1;1;45
1237;2;2;White;Accessories;Transible ;20.08;10;22;11;16;9;17;10;14;8;8;9;4;4;2;4;5;4;3;160
1238;3;2;Red;Accessories;Kayosis;5.4;38;22;32;30;23;23;25;22;13;11;14;12;7;10;9;6;6;7;310
1239;4;2;Purple;Sound;Transible ;3.75;58;43;36;37;28;10;24;24;19;21;17;20;10;7;11;8;12;10;395
1240;5;2;Brown;Telephone;Kayosis;2.38;79;38;44;33;28;51;27;28;22;25;15;21;23;11;8;18;14;16;501
1241;1;3;Black;Computers;Dynotri ;14.09;5;3;4;6;6;4;5;5;4;4;6;6;4;3;5;7;5;4;86
1242;2;3;Black;Sound;Verer ;15.63;7;5;9;7;8;5;7;8;8;6;7;8;7;6;6;10;3;8;125
1243;3;3;Orange;Accessories;Hyperive ;5.2;14;12;13;18;12;12;16;9;10;16;6;10;13;18;11;12;14;6;222
1244;4;3;Purple;Telephone;Hyperive ;6.95;19;15;22;26;31;33;29;27;26;16;29;22;21;26;15;18;31;17;423
1245;5;3;Red;Kitchen;Animity ;0.91;21;42;36;53;51;30;27;38;46;40;29;37;44;27;17;40;39;44;661
1246;1;1;Black;Sound;Outise ;32.09;1;0;1;1;1;1;1;1;1;1;1;1;2;3;2;2;3;4;27
1247;2;1;Red;Telephone;Mudeo ;14.73;3;4;6;5;6;8;8;11;11;6;10;6;10;16;21;21;8;17;177
1248;3;1;Purple;Television;Outise ;16.97;4;4;6;7;8;6;8;9;10;10;7;12;15;16;13;24;23;19;201
1249;4;1;Black;Smart home;Outise ;4.23;8;6;11;16;15;15;14;23;25;25;23;24;19;31;26;35;36;74;426
1250;5;1;Red;Telephone;Animity ;3.03;8;11;17;16;11;11;14;22;18;26;22;34;22;38;45;41;50;35;441
1251;1;2;Yellow;Accessories;Supranu ;25.01;8;7;9;4;5;4;6;7;3;4;4;2;3;2;2;2;2;2;76
1252;2;2;Blue;Accessories;Kayosis;20.08;19;11;11;14;12;14;10;9;6;10;6;6;6;6;4;6;3;4;157
1253;3;2;Gray;Tablets;Transible ;7.05;34;38;10;23;22;24;13;18;7;9;14;9;8;8;9;6;4;5;261
1254;4;2;Purple;Tablets;Kayosis;7.44;38;35;26;23;24;25;24;22;19;21;15;12;19;13;8;10;8;10;352
1255;5;2;White;Sound;Kayosis;1.01;170;93;105;69;118;116;63;85;40;62;43;49;66;32;45;21;23;12;1212
1256;1;3;Brown;Computers;Verer ;29.19;2;4;4;3;2;5;5;4;3;4;5;5;5;2;6;6;6;3;74
1257;2;3;White;Games;Verer ;11.9;10;11;6;11;7;10;8;10;11;13;10;10;8;12;12;7;7;9;172
1258;3;3;Gray;Smart home;Verer ;9.89;11;14;13;10;9;12;12;6;15;5;11;12;11;13;16;13;9;10;202
1259;4;3;Purple;Computers;Dynotri ;5.99;22;21;24;15;10;18;11;20;19;17;27;16;22;13;20;18;17;15;325
1260;5;3;Brown;Telephone;Transible ;3.86;29;19;28;25;21;27;24;28;31;14;41;29;23;27;22;28;18;25;459
1261;1;1;Black;Kitchen;Animity ;46.91;1;1;1;1;1;1;2;2;2;2;2;2;3;4;3;3;4;4;39
1262;2;1;White;Kitchen;Supranu ;14.46;4;4;5;4;4;4;4;6;5;9;12;10;10;10;14;8;16;6;135
1263;3;1;Gray;Television;Mudeo ;6.65;7;6;9;5;7;8;12;17;14;9;16;20;13;16;29;10;25;43;266
1264;4;1;Blue;Telephone;Octozzy ;3.14;7;11;6;8;9;10;15;13;16;18;19;25;27;22;19;30;30;46;331
1265;5;1;Red;Smart home;Mudeo ;1.95;20;12;17;26;17;33;37;22;38;39;44;47;58;58;75;59;59;105;766
1266;1;2;Red;Accessories;Kayosis;18.44;14;9;11;6;10;6;6;6;5;7;5;4;4;3;5;3;3;2;109
1267;2;2;White;Tablets;Kayosis;7.85;19;16;16;14;11;12;7;9;8;7;8;8;8;5;4;5;5;3;165
1268;3;2;Gray;Photography;Supranu ;2.93;28;19;20;23;21;11;16;16;9;14;11;8;7;8;10;10;5;3;239
1269;4;2;Blue;Accessories;Supranu ;4.24;37;21;42;38;23;12;21;20;20;15;17;19;13;13;8;11;10;11;351
1270;5;2;Brown;Photography;Transible ;4.09;82;84;76;29;63;30;30;22;22;38;26;20;25;16;21;18;11;15;628
1271;1;3;Black;Games;Verer ;9.88;5;3;8;5;3;5;8;6;5;4;8;6;5;6;5;4;4;3;93
1272;2;3;Green;Kitchen;Octozzy ;13.44;6;5;8;9;9;11;10;4;9;8;8;7;10;9;6;11;9;8;147
1273;3;3;Orange;Telephone;Dynotri ;10.46;13;11;16;16;19;13;8;17;16;11;13;8;13;14;19;20;9;14;250
1274;4;3;Purple;Computers;Dynotri ;3.71;16;17;34;20;22;25;22;24;21;19;22;29;16;13;29;24;26;16;395
1275;5;3;Brown;Computers;Dynotri ;3.47;37;40;40;35;20;15;52;44;34;50;49;34;39;31;40;44;41;51;696
1276;1;1;Black;Sound;Mudeo ;25.44;1;2;2;3;2;3;4;3;4;5;5;6;7;6;5;9;8;6;81
1277;2;1;Green;Telephone;Animity ;6.31;2;3;4;3;5;3;8;8;8;6;8;6;7;11;11;14;15;20;142
1278;3;1;Purple;Accessories;Animity ;12.93;1;7;4;6;9;6;10;11;9;9;14;16;16;17;17;17;26;34;229
1279;4;1;Blue;Kitchen;Outise ;4.86;12;7;9;7;15;14;17;8;19;22;15;22;29;19;28;36;29;41;349
1280;5;1;Brown;Smart home;Animity ;7.88;11;13;18;14;22;22;20;23;29;27;23;39;26;34;43;40;51;66;521
1281;1;2;Yellow;Photography;Kayosis;27.73;10;7;8;9;5;7;7;3;3;2;3;3;3;2;3;1;1;2;79
1282;2;2;Green;Tablets;Transible ;6.18;28;15;22;14;15;10;11;7;11;6;9;6;6;6;7;6;4;3;186
1283;3;2;Orange;Computers;Animity ;19.15;34;25;27;19;16;14;19;10;11;9;10;8;4;6;7;4;6;6;235
1284;4;2;Purple;Accessories;Supranu ;6.78;53;54;25;18;30;30;30;17;16;28;13;7;15;10;11;11;7;7;382
1285;5;2;Brown;Photography;Supranu ;9.2;60;62;63;46;47;65;52;35;36;26;27;35;21;15;10;17;11;10;638
1286;1;3;Yellow;Computers;Dynotri ;3.02;4;7;9;5;4;5;8;6;8;5;8;7;6;4;4;7;6;8;111
1287;2;3;Green;Telephone;Verer ;14.77;10;10;8;8;13;10;12;10;7;8;10;10;10;6;9;10;13;11;175
1288;3;3;Gray;Telephone;Dynotri ;1.57;17;19;16;13;12;18;16;18;11;18;14;18;15;16;18;13;10;18;280
1289;4;3;Blue;Computers;Dynotri ;8.26;22;27;17;20;18;20;26;19;23;32;21;19;20;18;11;23;13;19;368
1290;5;3;Red;Telephone;Dynotri ;2.68;47;42;47;37;54;39;50;44;42;32;60;50;45;54;58;41;64;43;849
1291;1;1;White;Smart home;Outise ;7.32;3;2;2;4;3;6;4;5;6;5;9;4;2;8;11;10;17;6;107
1292;2;1;Green;Smart home;Mudeo ;17.42;4;3;4;4;8;8;6;7;8;13;9;14;14;13;17;21;18;26;197
1293;3;1;Orange;Smart home;Animity ;5.94;9;11;5;9;7;11;12;12;11;16;11;22;21;21;28;25;24;21;276
1294;4;1;Purple;Television;Kayosis;5.12;9;7;11;13;14;15;12;17;18;19;25;20;32;30;29;18;34;37;360
1295;5;1;Red;Sound;Animity ;3.29;12;5;9;17;23;22;11;21;27;22;22;51;30;46;40;62;50;70;540
1296;1;2;Black;Accessories;Transible ;15.12;5;9;6;9;8;4;4;4;3;4;3;4;3;3;1;2;2;2;76
1297;2;2;White;Photography;Kayosis;7.29;22;21;20;21;21;15;17;6;10;14;10;7;8;9;4;4;7;7;223
1298;3;2;Gray;Photography;Verer ;16.9;35;22;20;19;17;18;16;10;15;15;7;11;5;5;7;7;5;3;237
1299;4;2;Orange;Photography;Transible ;3.2;32;42;35;15;20;13;18;19;13;17;13;11;13;12;7;10;8;8;306
1300;5;2;Red;Accessories;Transible ;7.17;49;28;55;41;39;52;33;10;24;20;21;22;14;15;15;21;12;11;482
1301;1;3;Yellow;Photography;Dynotri ;84.02;2;2;2;2;3;2;2;3;3;3;3;3;3;3;3;2;4;4;49
1302;2;3;Purple;Games;Verer ;17.07;10;8;6;6;9;7;9;8;9;5;8;10;11;10;11;9;11;10;157
1303;3;3;Orange;Accessories;Hyperive ;9.65;16;13;11;12;18;21;24;5;17;17;11;18;13;21;16;15;16;13;277
1304;4;3;Purple;Telephone;Dynotri ;7.78;26;15;20;9;17;26;13;24;20;28;16;30;7;14;22;24;23;28;362
1305;5;3;Yellow;Tablets;Verer ;4.7;28;21;28;22;22;19;33;31;40;22;22;33;40;34;21;34;22;33;505
1306;1;1;Yellow;Games;Mudeo ;23.8;2;3;2;2;2;3;4;2;3;5;6;6;8;7;11;7;9;5;87
1307;2;1;White;Kitchen;Verer ;4.27;3;4;4;4;5;6;6;6;5;4;7;7;7;10;13;11;14;12;128
1308;3;1;Orange;Smart home;Animity ;7.16;7;3;7;7;10;13;18;14;12;10;18;23;19;15;27;24;22;30;279
1309;4;1;Purple;Kitchen;Outise ;4.7;9;11;10;10;16;16;14;13;13;26;14;14;21;32;38;28;26;49;360
1310;5;1;Brown;Photography;Octozzy ;2.95;14;15;10;15;17;10;21;22;16;28;13;30;36;51;40;53;54;26;471
1311;1;2;Yellow;Photography;Verer ;45.61;7;6;7;7;10;7;5;5;5;4;5;2;3;3;3;2;3;2;86
1312;2;2;Yellow;Tablets;Supranu ;16.81;24;19;24;19;14;14;10;12;7;6;6;6;6;7;5;5;4;3;191
1313;3;2;Orange;Television;Supranu ;9.21;38;23;25;28;16;15;15;15;13;11;12;9;7;2;10;5;8;4;256
1314;4;2;Gray;Photography;Transible ;6.77;44;46;57;26;31;26;35;21;20;11;22;15;20;18;15;11;8;7;433
1315;5;2;Red;Photography;Transible ;1.79;115;70;66;54;90;38;45;72;64;26;35;30;40;31;28;23;8;22;857
1316;1;3;White;Sound;Dynotri ;143.69;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18
1317;2;3;White;Games;Dynotri ;3.92;10;12;12;13;9;14;17;10;8;9;11;11;8;10;14;16;9;9;202
1318;3;3;Blue;Telephone;Transible ;1.67;11;14;13;16;10;18;13;16;16;11;18;7;11;17;12;15;6;10;234
1319;4;3;Red;Games;Dynotri ;3.97;34;26;28;31;28;21;30;21;25;38;29;23;27;29;28;22;21;24;485
1320;5;3;Black;Photography;Dynotri ;2.2;37;27;22;29;17;7;28;20;19;24;20;23;30;25;17;26;27;23;421
1321;1;1;Black;Sound;Outise ;12.03;2;1;2;1;2;2;2;2;2;3;2;2;3;3;6;3;6;6;50
1322;2;1;White;Kitchen;Outise ;8.75;3;3;4;6;7;6;6;7;7;9;8;5;15;12;14;17;20;24;173
1323;3;1;Orange;Television;Mudeo ;9.62;5;5;7;10;9;11;9;10;14;20;17;18;24;21;21;25;34;27;287
1324;4;1;Blue;Sound;Outise ;6.47;8;14;16;10;19;15;24;26;11;14;19;33;21;36;30;39;41;42;418
1325;5;1;Brown;Sound;Octozzy ;1.65;29;29;34;23;34;31;38;51;46;56;40;66;53;96;87;88;71;129;1001
1326;1;2;Orange;Tablets;Supranu ;26.68;19;12;8;10;9;5;7;4;5;6;6;4;2;4;3;4;2;2;112
1327;2;2;Green;Tablets;Kayosis;18.86;27;14;15;14;14;12;12;9;7;10;5;8;7;6;4;6;4;4;178
1328;3;2;Gray;Smart home;Dynotri ;12.16;15;28;11;20;25;16;17;14;13;11;10;9;9;6;9;5;6;6;230
1329;4;2;Black;Photography;Supranu ;4.91;36;37;38;42;32;22;21;18;21;18;11;12;16;8;6;9;7;11;365
1330;5;2;Red;Tablets;Kayosis;3.21;98;62;63;53;70;47;58;38;21;32;31;20;35;24;27;18;18;13;728
1331;1;3;Orange;Computers;Hyperive ;47.68;3;3;3;2;3;3;2;3;3;2;2;2;3;3;2;3;3;1;46
1332;2;3;White;Computers;Dynotri ;11;12;10;11;15;13;10;7;11;14;9;13;11;8;10;14;15;13;11;207
1333;3;3;Gray;Telephone;Transible ;7.35;13;11;10;8;17;15;15;10;11;13;11;14;16;15;13;16;14;14;236
1334;4;3;Blue;Games;Hyperive ;5.01;12;20;18;16;24;27;11;18;13;27;28;18;25;27;23;24;15;16;362
1335;5;3;Red;Games;Supranu ;4.44;45;38;42;66;54;49;30;49;26;46;43;43;30;28;73;40;46;42;790
1336;1;1;Yellow;Smart home;Animity ;30.26;2;2;2;2;2;2;4;4;4;3;5;5;5;5;4;7;10;6;74
1337;2;1;Green;Sound;Mudeo ;7.48;4;7;5;5;6;4;5;10;11;7;11;13;9;11;10;12;24;19;173
1338;3;1;White;Television;Octozzy ;8.33;2;9;7;12;5;12;13;11;16;15;13;22;24;18;31;26;26;42;304
1339;4;1;Blue;Photography;Mudeo ;9.65;9;7;6;7;13;14;12;21;17;17;19;33;14;25;9;37;28;34;322
1340;5;1;Red;Television;Mudeo ;5.23;19;21;15;21;15;20;34;17;31;35;32;28;49;64;65;50;66;78;660
1341;1;2;Yellow;Photography;Hyperive ;68.71;5;3;4;5;4;4;3;4;3;1;3;2;1;2;2;1;1;1;49
1342;2;2;Green;Telephone;Supranu ;17.59;17;23;26;15;19;11;13;10;13;11;10;8;8;5;5;5;4;2;205
1343;3;2;Orange;Tablets;Octozzy ;4.74;34;27;11;20;16;16;15;12;15;9;9;8;4;5;4;6;5;5;221
1344;4;2;Blue;Accessories;Transible ;7.57;47;33;43;36;27;26;18;10;15;19;14;18;8;11;13;8;9;6;361
1345;5;2;Red;Computers;Kayosis;1.34;54;62;36;39;30;37;22;21;24;27;17;14;10;12;10;16;15;11;457
1346;1;3;Purple;Telephone;Dynotri ;29.09;6;1;3;4;2;4;5;4;3;6;5;5;4;3;4;5;5;5;74
1347;2;3;Black;Telephone;Mudeo ;5.45;7;7;12;7;7;11;13;13;9;7;9;8;9;10;7;7;9;11;163
1348;3;3;White;Games;Transible ;17.12;11;4;10;8;13;10;7;15;8;14;14;9;8;11;8;8;16;17;191
1349;4;3;Black;Computers;Dynotri ;5.04;25;15;24;16;25;27;18;15;12;13;22;24;26;26;15;17;17;16;353
1350;5;3;Red;Computers;Hyperive ;2.51;16;35;57;23;41;51;56;37;56;31;59;49;44;50;45;55;34;50;789
1351;1;1;White;Television;Outise ;15.42;3;2;3;2;3;2;5;3;4;5;7;7;5;7;8;7;12;13;98
1352;2;1;Orange;Television;Mudeo ;17.19;4;2;4;4;4;6;4;7;8;6;8;9;10;8;9;13;7;21;134
1353;3;1;Gray;Television;Outise ;11.1;6;8;9;10;11;11;9;11;12;14;17;11;9;20;16;31;23;24;252
1354;4;1;Yellow;Smart home;Animity ;3.79;10;7;10;7;11;17;13;25;15;33;11;30;43;24;45;45;47;47;440
1355;5;1;Red;Smart home;Animity ;6.52;9;9;13;9;16;14;23;19;24;18;26;30;47;59;62;51;21;71;521
1356;1;2;Black;Photography;Kayosis;12.76;11;8;10;12;8;9;10;10;5;7;4;6;3;4;4;3;2;3;119
1357;2;2;Green;Accessories;Transible ;6.69;27;14;13;24;16;13;16;16;8;9;8;8;7;6;7;7;4;5;208
1358;3;2;Blue;Photography;Transible ;5.14;42;15;18;26;22;25;19;15;13;11;7;12;12;10;8;8;6;5;274
1359;4;2;Blue;Accessories;Octozzy ;8.73;30;42;25;26;16;14;23;8;23;20;11;18;6;9;9;8;7;7;302
1360;5;2;Brown;Accessories;Supranu ;3.7;57;76;46;61;40;69;50;29;41;46;31;26;27;16;19;13;19;13;679
1361;1;3;Black;Computers;Dynotri ;44.19;3;5;2;5;5;4;6;6;7;5;7;7;3;4;5;5;6;3;88
1362;2;3;Green;Computers;Dynotri ;21.47;6;7;9;11;8;8;8;9;11;6;5;7;6;8;11;8;11;9;148
1363;3;3;Orange;Sound;Dynotri ;10.49;11;9;9;9;15;11;12;11;13;12;12;15;16;11;16;16;19;17;234
1364;4;3;Blue;Games;Outise ;6.55;16;23;12;20;21;23;19;29;16;10;16;20;22;17;10;14;18;19;325
1365;5;3;Red;Tablets;Supranu ;4.03;25;27;25;27;15;24;24;16;34;45;26;28;32;41;29;19;25;18;480
1366;1;1;Green;Smart home;Outise ;35.4;2;2;3;1;3;2;2;4;3;5;5;3;6;3;3;7;8;10;72
1367;2;1;Green;Games;Mudeo ;6.1;4;5;5;5;6;6;5;4;5;7;10;10;9;21;18;17;9;18;164
1368;3;1;Yellow;Television;Dynotri ;4.28;7;8;7;8;7;7;11;10;14;15;23;13;18;26;19;30;24;43;290
1369;4;1;Purple;Kitchen;Animity ;2.89;10;9;12;11;14;21;24;25;19;24;10;36;22;31;45;53;45;41;452
1370;5;1;Brown;Kitchen;Mudeo ;1.21;14;13;25;27;38;28;38;45;36;37;51;43;76;79;68;116;88;110;932
1371;1;2;Yellow;Photography;Transible ;16.46;13;12;10;8;9;9;4;7;4;5;7;4;4;2;3;3;1;2;107
1372;2;2;Green;Games;Animity ;19.36;18;5;23;18;10;10;12;11;11;9;6;10;6;3;5;7;4;2;170
1373;3;2;Orange;Tablets;Supranu ;7.56;27;23;21;20;20;12;18;15;18;14;9;8;9;7;6;7;6;7;247
1374;4;2;Brown;Tablets;Mudeo ;6.88;34;29;32;26;19;27;13;25;22;19;15;12;7;12;12;8;6;5;323
1375;5;2;Brown;Accessories;Transible ;1.53;49;66;54;65;78;38;23;49;32;42;28;32;26;33;17;15;14;12;673
1376;1;3;Black;Games;Kayosis;19.73;7;6;7;7;5;4;6;5;7;6;4;7;5;4;3;8;7;6;104
1377;2;3;Gray;Games;Supranu ;13.65;10;8;9;7;15;8;11;11;8;11;10;13;9;5;9;8;9;12;173
1378;3;3;Gray;Computers;Kayosis;3.47;10;15;14;12;9;16;10;10;16;9;10;16;10;15;6;16;12;8;214
1379;4;3;Purple;Games;Kayosis;2.31;34;23;22;20;13;24;29;26;25;23;27;22;22;21;29;27;12;22;421
1380;5;3;Orange;Smart home;Hyperive ;3;24;28;19;25;32;30;18;30;23;30;26;24;33;30;38;26;33;20;489
1381;1;1;White;Sound;Octozzy ;40.15;1;1;1;1;2;2;2;2;3;2;4;3;4;5;6;5;5;7;56
1382;2;1;Green;Smart home;Outise ;22.27;3;3;4;3;4;4;4;6;6;8;8;12;8;12;10;11;16;17;139
1383;3;1;Purple;Sound;Animity ;5.68;6;6;6;11;8;8;10;13;15;25;16;21;18;20;31;12;20;33;279
1384;4;1;Blue;Smart home;Dynotri ;7.83;10;12;10;10;15;12;13;20;22;15;24;24;25;34;35;43;45;41;410
1385;5;1;Red;Kitchen;Mudeo ;4.11;11;14;11;14;18;21;15;20;29;23;32;31;41;44;41;33;36;39;473
1386;1;2;Black;Accessories;Transible ;44.74;7;4;4;5;3;3;2;3;2;3;2;2;2;1;1;1;1;1;47
1387;2;2;Brown;Tablets;Supranu ;18.02;26;28;14;17;16;10;10;14;15;10;9;8;3;7;7;6;6;4;210
1388;3;2;Orange;Tablets;Octozzy ;1.62;33;14;28;18;24;22;16;14;13;19;8;9;10;9;10;9;7;9;272
1389;4;2;Blue;Photography;Kayosis;3.97;45;49;23;27;34;17;26;27;28;9;22;15;7;8;11;8;9;10;375
1390;5;2;Brown;Tablets;Outise ;3.1;96;100;117;44;52;56;48;44;49;54;35;50;40;22;24;13;17;18;879
1391;1;3;Yellow;Accessories;Dynotri ;19.44;8;7;9;5;5;8;7;7;7;6;6;5;7;6;7;6;6;9;121
1392;2;3;White;Telephone;Verer ;16.18;10;7;5;8;8;10;9;6;10;8;8;6;10;5;8;10;9;6;143
1393;3;3;Gray;Games;Hyperive ;7.15;21;11;18;10;9;19;12;13;17;13;9;16;26;13;13;21;13;14;268
1394;4;3;Blue;Computers;Supranu ;4.48;22;25;25;23;13;15;20;28;19;16;27;16;20;16;25;11;17;12;350
1395;5;3;Orange;Games;Transible ;1.82;46;52;29;32;34;50;36;39;32;31;32;42;41;44;30;50;38;34;692
1396;1;1;Black;Television;Outise ;27.44;2;4;2;4;4;4;4;6;8;5;8;8;6;11;10;9;16;15;126
1397;2;1;White;Sound;Outise ;7.44;4;4;2;6;5;4;7;9;7;6;7;8;11;10;12;12;15;21;150
1398;3;1;Orange;Smart home;Outise ;10.05;4;5;7;6;9;5;8;11;12;14;12;6;14;19;17;19;32;20;220
1399;4;1;Purple;Accessories;Outise ;1.85;8;6;12;10;10;12;11;11;19;17;15;18;17;28;29;34;33;17;307
1400;5;1;Brown;Television;Mudeo ;4.56;19;18;18;13;32;30;29;16;25;51;35;42;43;48;38;53;20;69;599
1401;1;2;Black;Tablets;Supranu ;29.56;11;4;5;6;4;7;6;4;3;3;5;4;1;2;2;1;2;1;71
1402;2;2;White;Photography;Transible ;10.78;25;17;14;17;16;12;15;16;12;12;9;10;8;8;7;5;5;5;213
1403;3;2;Gray;Smart home;Octozzy ;11.59;30;43;24;29;17;25;24;16;17;13;18;12;10;8;12;7;8;5;318
1404;4;2;Blue;Tablets;Transible ;1.6;35;54;40;31;33;31;17;28;17;19;15;18;15;15;9;11;12;15;415
1405;5;2;Brown;Accessories;Dynotri ;4.12;43;32;56;38;55;27;27;39;20;32;21;21;23;25;11;15;14;10;509
1406;1;3;Yellow;Computers;Verer ;33.1;6;3;5;4;5;6;5;3;6;3;4;3;4;4;6;5;5;4;81
1407;2;3;White;Computers;Verer ;26.2;11;7;11;4;8;10;6;6;9;5;7;7;6;8;10;6;5;6;132
1408;3;3;Orange;Accessories;Hyperive ;4.28;13;13;9;8;14;20;15;12;13;10;13;6;12;12;8;11;11;11;211
1409;4;3;Blue;Games;Dynotri ;6.51;28;20;23;27;20;28;24;15;24;29;24;30;16;36;28;17;21;29;439
1410;5;3;Red;Telephone;Dynotri ;7.27;23;32;28;29;34;23;32;35;19;30;34;21;26;26;27;18;25;29;491
1411;1;1;Yellow;Sound;Outise ;20.12;1;1;2;1;2;2;2;1;3;2;3;2;3;2;3;6;6;5;47
1412;2;1;White;Smart home;Animity ;8.58;3;3;5;5;7;7;8;9;5;10;8;11;11;16;7;16;13;7;151
1413;3;1;Orange;Sound;Octozzy ;5.58;4;6;7;8;5;5;7;11;12;12;19;11;17;12;25;18;18;32;229
1414;4;1;Blue;Television;Animity ;8.3;6;7;12;15;14;6;17;16;31;20;18;15;23;28;31;45;61;36;401
1415;5;1;Red;Television;Kayosis;4.21;12;12;13;24;21;20;26;28;26;42;43;36;60;50;49;61;64;72;659
1416;1;2;Yellow;Smart home;Transible ;10.53;5;5;4;3;4;2;2;2;2;2;2;2;2;1;1;1;1;1;42
1417;2;2;White;Accessories;Supranu ;19.27;13;6;10;12;11;12;7;10;7;9;4;6;3;6;4;4;2;2;128
1418;3;2;Gray;Tablets;Verer ;7.09;24;20;21;25;15;12;18;13;14;17;9;11;6;6;6;7;4;5;233
1419;4;2;Blue;Accessories;Supranu ;1.29;41;33;45;36;38;27;34;16;25;25;13;15;15;14;12;13;8;11;421
1420;5;2;Red;Kitchen;Kayosis;4.81;68;73;75;61;28;63;30;53;39;38;19;27;19;20;22;18;18;17;688
1421;1;3;Gray;Telephone;Verer ;51.29;2;3;4;4;4;4;3;4;4;3;4;4;3;3;3;3;2;3;60
1422;2;3;White;Computers;Verer ;22.42;8;9;8;8;7;11;10;9;7;7;8;7;7;17;9;8;9;7;156
1423;3;3;Gray;Computers;Verer ;5.7;9;19;17;16;12;15;19;14;10;19;6;16;16;19;7;15;9;18;256
1424;4;3;Blue;Computers;Verer ;5.03;17;17;31;9;26;26;31;38;9;28;22;28;14;36;25;41;29;31;458
1425;5;3;Brown;Photography;Verer ;0.4;36;24;26;21;16;24;24;34;18;33;24;21;25;21;17;24;23;33;444
1426;1;1;Yellow;Tablets;Outise ;15.52;2;4;3;3;4;5;6;4;6;7;5;5;12;10;9;12;14;7;118
1427;2;1;Green;Kitchen;Verer ;10.73;3;5;3;5;4;6;4;7;9;6;11;14;12;12;7;14;15;14;151
1428;3;1;Orange;Kitchen;Outise ;8.29;4;8;6;6;10;10;11;13;8;15;14;18;22;20;17;19;21;33;255
1429;4;1;Purple;Television;Dynotri ;4.32;12;10;16;12;11;18;20;18;17;16;20;29;24;40;23;39;29;49;403
1430;5;1;Brown;Television;Outise ;1.57;7;11;16;9;11;19;18;22;20;21;23;29;22;53;42;17;48;61;449
1431;1;2;Yellow;Smart home;Octozzy ;56.34;4;6;4;4;2;2;3;1;2;1;2;2;2;1;1;1;1;1;40
1432;2;2;Black;Photography;Kayosis;8.33;17;14;18;15;10;12;7;11;11;9;7;5;5;4;6;4;4;5;164
1433;3;2;Orange;Photography;Supranu ;10.53;40;32;18;24;18;17;20;15;10;12;12;6;9;9;6;7;7;4;266
1434;4;2;Purple;Photography;Transible ;1.39;21;17;25;22;33;12;20;21;19;20;13;13;10;12;7;6;10;6;287
1435;5;2;Red;Tablets;Kayosis;3.99;69;92;61;64;24;47;47;34;30;32;18;14;23;27;23;14;21;12;652
1436;1;3;Yellow;Kitchen;Hyperive ;18.8;4;5;3;4;4;5;6;5;3;4;4;3;4;6;2;3;5;5;75
1437;2;3;Green;Telephone;Hyperive ;18.39;15;6;10;4;5;8;13;9;10;8;10;10;12;10;8;13;12;8;171
1438;3;3;Orange;Computers;Verer ;8.34;19;16;17;23;11;18;18;16;22;18;16;14;20;16;16;20;18;23;321
1439;4;3;Gray;Games;Hyperive ;7.13;27;22;23;20;20;20;23;32;23;9;26;25;17;27;22;22;30;23;411
1440;5;3;Red;Kitchen;Hyperive ;0.46;20;25;47;28;34;21;51;35;40;30;40;52;50;41;35;36;39;26;650
1441;1;1;Black;Television;Mudeo ;37.39;1;1;2;2;2;1;1;3;3;2;3;1;2;4;3;4;5;4;44
1442;2;1;Green;Kitchen;Outise ;9.26;3;4;5;7;6;6;5;8;8;10;4;9;11;6;21;19;13;16;161
1443;3;1;Orange;Television;Outise ;3.1;2;5;4;7;7;9;6;9;12;13;18;14;20;18;15;20;17;29;225
1444;4;1;Blue;Kitchen;Dynotri ;4.55;15;9;15;11;10;14;16;20;18;35;23;19;36;35;43;53;37;33;442
1445;5;1;Red;Smart home;Octozzy ;0.73;21;16;23;29;34;51;24;38;60;41;46;52;67;50;49;76;84;110;871
1446;1;2;Yellow;Television;Transible ;54.45;6;6;4;4;3;2;3;4;3;2;2;2;2;1;1;1;1;1;48
1447;2;2;Yellow;Games;Kayosis;8.99;28;23;26;15;19;8;13;14;5;10;9;12;8;5;6;6;8;4;219
1448;3;2;Green;Accessories;Supranu ;10.73;20;26;25;24;24;20;14;6;17;11;9;8;9;5;7;5;5;6;241
1449;4;2;Blue;Photography;Kayosis;5.32;30;47;25;28;10;30;20;18;8;13;12;11;15;14;12;10;7;7;317
